Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
MINNETONKA BEACH P-1,1685,387,256,117,11,2000,270271685,
MINNETONKA W-1 P-A,1690,1439,626,732,70,2000,270271690,
MINNETONKA W-1 P-B,1695,1787,864,829,74,2000,270271695,
MINNETONKA W-1 P-C,1700,1507,604,829,60,2000,270271700,
MINNETONKA W-1 P-D,1705,1042,451,531,51,2000,270271705,
MINNETONKA W-2 P-A,1710,1542,743,712,74,2000,270271710,
MINNETONKA W-2 P-B,1715,1456,564,796,76,2000,270271715,
MINNETONKA W-2 P-C,1720,1666,724,859,65,2000,270271720,
MINNETONKA W-2 P-D,1725,1868,654,1148,55,2000,270271725,
MINNETONKA W-3 P-A,1730,2021,1051,876,78,2000,270271730,
MINNETONKA W-3 P-B,1735,1427,772,562,73,2000,270271735,
MINNETONKA W-3 P-C,1740,1208,648,497,53,2000,270271740,
MINNETONKA W-3 P-D,1745,1970,1028,836,98,2000,270271745,
MINNETONKA W-4 P-A,1750,1274,653,544,70,2000,270271750,
MINNETONKA W-4 P-B,1755,1582,783,704,74,2000,270271755,
MINNETONKA W-4 P-C,1760,1470,670,719,68,2000,270271760,
MINNETONKA W-4 P-D,1765,1461,691,691,63,2000,270271765,
MINNETRISTA P-1,1770,2499,1494,866,107,2000,270271770,
MOUND P-1,1775,552,271,249,20,2000,270271775,
MOUND P-3,1785,1640,812,681,126,2000,270271785,
MOUND P-4,1790,882,446,383,47,2000,270271790,
MOUND P-5,1795,995,520,407,53,2000,270271795,
NEW HOPE P-1,1805,1422,558,772,71,2000,270271805,
NEW HOPE P-2,1810,1137,441,626,54,2000,270271810,
NEW HOPE P-3N,1815,946,424,477,36,2000,270271815,
NEW HOPE P-3S,1820,1076,444,592,33,2000,270271820,
NEW HOPE P-4,1825,1645,673,868,78,2000,270271825,
NEW HOPE P-5,1830,1212,516,624,54,2000,270271830,
NEW HOPE P-6,1835,597,241,308,35,2000,270271835,
NEW HOPE P-6E,1840,600,215,362,10,2000,270271840,
NEW HOPE P-7,1845,1025,457,499,58,2000,270271845,
NEW HOPE P-8,1850,1129,402,649,45,2000,270271850,
ORONO P-1,1860,1136,725,355,47,2000,270271860,
ORONO P-2,1865,934,558,337,33,2000,270271865,
ORONO P-3,1870,1202,667,466,65,2000,270271870,
ORONO P-4,1875,1483,890,509,71,2000,270271875,
OSSEO P-1,1880,1176,552,545,53,2000,270271880,
PLYMOUTH W-1 P-1A,1895,1673,1001,631,31,2000,270271895,
PLYMOUTH W-1 P-1B,1896,1160,662,468,27,2000,270271896,
PLYMOUTH W-1 P-1C,1897,1766,1017,702,36,2000,270271897,
PLYMOUTH W-2 P-2,1900,1664,957,650,54,2000,270271900,
PLYMOUTH W-2 P-3,1905,1279,732,492,46,2000,270271905,
PLYMOUTH W-2 P-4,1910,1481,730,659,78,2000,270271910,
PLYMOUTH W-2 P-5,1915,1619,935,605,59,2000,270271915,
PLYMOUTH W-1 P-6,1920,1307,699,562,38,2000,270271920,
PLYMOUTH W-2 P-7,1925,1345,659,611,61,2000,270271925,
PLYMOUTH W-1 P-8,1930,1703,765,855,75,2000,270271930,
PLYMOUTH W-1 P-9,1935,1318,618,613,67,2000,270271935,
PLYMOUTH W-1 P-10A,1940,1833,1022,749,50,2000,270271940,
PLYMOUTH W-1 P-10B,1941,1305,686,571,37,2000,270271941,
PLYMOUTH W-3 P-11,1945,1935,884,962,68,2000,270271945,
PLYMOUTH W-3 P-12,1950,2009,1016,887,91,2000,270271950,
PLYMOUTH W-4 P-13,1955,2187,1239,876,62,2000,270271955,
PLYMOUTH W-3 P-14,1960,1168,550,560,50,2000,270271960,
PLYMOUTH W-4 P-15,1962,1816,890,863,52,2000,270271962,
PLYMOUTH W-4 P-16,1963,1894,1059,754,64,2000,270271963,
ROBBINSDALE W-1 P-1,2010,881,284,509,69,2000,270272010,
ROBBINSDALE W-1 P-2,2015,1001,399,521,66,2000,270272015,
ROBBINSDALE W-2 P-1,2020,1071,406,606,46,2000,270272020,
ROBBINSDALE W-2 P-2,2025,1130,478,583,59,2000,270272025,
ROBBINSDALE W-3 P-1,2030,949,349,535,46,2000,270272030,
ROBBINSDALE W-3 P-2,2035,875,277,543,37,2000,270272035,
ROBBINSDALE W-4 P-1,2040,829,305,464,46,2000,270272040,
ROBBINSDALE W-4 P-2,2045,965,313,568,59,2000,270272045,
ROCKFORD P-1,2050,166,84,73,9,2000,270272050,
ROGERS P-1,2055,2171,1267,809,69,2000,270272055,
SHOREWOOD P-1,2060,958,470,401,70,2000,270272060,
SHOREWOOD P-2,2065,2031,1204,729,77,2000,270272065,
SHOREWOOD P-3,2070,1367,766,522,64,2000,270272070,
SHOREWOOD P-4,2075,139,86,50,3,2000,270272075,
SPRING PARK P-1,2080,933,454,414,52,2000,270272080,
ST. ANTHONY P-1,2085,1341,519,725,73,2000,270272085,
ST. ANTHONY P-2,2090,2133,906,1103,90,2000,270272090,
ST. BONIFACIUS P-1,2100,1081,635,380,52,2000,270272100,
ST. LOUIS PARK W-1 P-1,2105,1595,390,1121,72,2000,270272105,
ST. LOUIS PARK W-1 P-2,2110,1168,441,638,63,2000,270272110,
ST. LOUIS PARK W-1 P-3,2115,1241,453,688,84,2000,270272115,
ST. LOUIS PARK W-1 P-4,2120,935,329,545,47,2000,270272120,
ST. LOUIS PARK W-1 P-5,2125,1472,515,841,97,2000,270272125,
ST. LOUIS PARK W-1 P-6,2126,710,164,489,48,2000,270272126,
ST. LOUIS PARK W-2 P-1,2130,1966,718,1125,96,2000,270272130,
ST. LOUIS PARK W-2 P-2,2135,1470,543,809,98,2000,270272135,
ST. LOUIS PARK W-2 P-3,2140,748,250,440,47,2000,270272140,
ST. LOUIS PARK W-2 P-4,2145,998,321,590,71,2000,270272145,
ST. LOUIS PARK W-2 P-5,2150,954,261,633,41,2000,270272150,
ST. LOUIS PARK W-3 P-1,2155,1502,426,986,67,2000,270272155,
ST. LOUIS PARK W-3 P-2,2160,1685,601,990,69,2000,270272160,
ST. LOUIS PARK W-3 P-3,2165,1047,394,574,70,2000,270272165,
ST. LOUIS PARK W-3 P-4,2170,841,316,460,52,2000,270272170,
ST. LOUIS PARK W-3 P-5,2175,1332,443,790,84,2000,270272175,
ST. LOUIS PARK W-4 P-1,2180,1378,507,785,69,2000,270272180,
ST. LOUIS PARK W-4 P-2,2185,851,274,521,48,2000,270272185,
ST. LOUIS PARK W-4 P-3,2190,1339,384,887,51,2000,270272190,
ST. LOUIS PARK W-4 P-4,2195,867,262,545,49,2000,270272195,
ST. LOUIS PARK W-4 P-5,2200,1425,485,808,106,2000,270272200,
TONKA BAY P-1,2205,1020,578,378,55,2000,270272205,
WAYZATA P-1,2210,2487,1370,975,107,2000,270272210,
WOODLAND P-1,2215,318,207,94,17,2000,270272215,
BLOOMINGTON W-1 P-15,2216,1006,492,456,47,2000,270272216,
BLOOMINGTON W-1 P-29,2217,1498,667,729,79,2000,270272217,
BLOOMINGTON W-2 P-25,2218,1927,1135,718,54,2000,270272218,
BLOOMINGTON W-3 P-22,2219,1281,728,506,38,2000,270272219,
BLOOMINGTON W-4 P- 6,2220,1664,632,888,103,2000,270272220,
BROOKLYN PARK W-C P-8A,2221,677,264,372,32,2000,270272221,
BROOKLYN PARK W-C P-8B,2222,858,340,464,44,2000,270272222,
BROOKLYN PARK W-E P-8,2223,1393,557,756,62,2000,270272223,
CHAMPLIN W-1 P-2,2224,1220,599,538,59,2000,270272224,
CHAMPLIN W-2 P-1,2225,2153,1136,948,53,2000,270272225,
CHAMPLIN W-3 P-1,2226,2525,1250,1118,128,2000,270272226,
CHAMPLIN W-4 P-1,2227,2124,1142,866,94,2000,270272227,
EDEN PRAIRIE P- 1,2228,1401,773,573,43,2000,270272228,
EDEN PRAIRIE P- 5,2229,1775,966,740,59,2000,270272229,
EDEN PRAIRIE P- 7,2230,1639,875,695,53,2000,270272230,
EDEN PRAIRIE P-10,2232,1805,1086,644,59,2000,270272232,
EDEN PRAIRIE P-11,2233,1204,572,571,47,2000,270272233,
EDEN PRAIRIE P-12,2234,1799,879,825,73,2000,270272234,
EDEN PRAIRIE P-13,2235,1697,870,759,51,2000,270272235,
EDEN PRAIRIE P-14,2236,1453,814,558,65,2000,270272236,
EDEN PRAIRIE P-15,2237,1004,536,415,43,2000,270272237,
EDEN PRAIRIE P-16,2238,1824,988,753,57,2000,270272238,
EDEN PRAIRIE P-17,2239,2615,1602,947,57,2000,270272239,
EDINA P- 1A,2240,1676,876,716,62,2000,270272240,
EDINA P- 1B,2241,1802,982,741,62,2000,270272241,
MAPLE GROVE P-11,2242,1816,991,750,65,2000,270272242,
MAPLE GROVE P-12,2243,1750,930,747,61,2000,270272243,
MAPLE GROVE P-13,2244,1724,877,776,56,2000,270272244,
MINNEAPOLIS W- 2 P-14,2245,753,107,529,98,2000,270272245,
MINNETONKA W-1 P-E,2246,1818,795,933,75,2000,270272246,
MINNETONKA W-2 P-E,2247,2094,766,1209,80,2000,270272247,
MINNETONKA W-3 P-E,2248,1380,649,644,69,2000,270272248,
MINNETONKA W-4 P-E,2249,1338,623,638,64,2000,270272249,
PLYMOUTH W-3 P-17,2251,1147,468,599,61,2000,270272251,
PLYMOUTH W-3 P-18,2252,1241,558,605,67,2000,270272252,
PLYMOUTH W-4 P-19,2253,1798,811,883,83,2000,270272253,
PLYMOUTH W-4 P-20,2254,1935,866,993,64,2000,270272254,
RICHFIELD W-1 P-3,2255,2433,941,1323,129,2000,270272255,
RICHFIELD W-1 P-4,2256,2193,887,1153,120,2000,270272256,
RICHFIELD W-1 P-5,2257,1577,589,859,107,2000,270272257,
RICHFIELD W-2 P-2,2258,2425,932,1336,119,2000,270272258,
RICHFIELD W-2 P-6,2259,1724,670,927,105,2000,270272259,
RICHFIELD W-2 P-7,2260,2500,974,1354,130,2000,270272260,
RICHFIELD W-3 P-1,2261,1555,557,890,78,2000,270272261,
RICHFIELD W-3 P-8,2262,1856,613,1124,91,2000,270272262,
RICHFIELD W-3 P-9,2263,1639,581,958,70,2000,270272263,
MOUND P-2,2264,477,190,249,29,2000,270272264,
MAPLE GROVE P-14,2265,3245,1998,1148,77,2000,270272265,
MOUND P-6,2266,716,308,357,34,2000,270272266,
BLACK HAMMER TWP.,5,160,82,64,9,2000,270280005,
BROWNSVILLE,10,304,122,142,26,2000,270280010,
BROWNSVILLE TWP.,15,207,106,83,13,2000,270280015,
CALEDONIA P-1,20,613,270,293,26,2000,270280020,
CALEDONIA P-2,25,812,391,355,34,2000,270280025,
CALEDONIA TWP.,30,308,157,126,14,2000,270280030,
CROOKED CREEK TWP.,35,147,77,64,1,2000,270280035,
EITZEN,40,130,78,45,4,2000,270280040,
HOKAH,45,302,132,146,15,2000,270280045,
HOKAH TWP.,50,306,152,143,8,2000,270280050,
HOUSTON,55,530,275,214,22,2000,270280055,
HOUSTON TWP.,60,237,122,87,19,2000,270280060,
JEFFERSON TWP.,65,59,36,21,0,2000,270280065,
LA CRESCENT P-1,70,1224,599,558,30,2000,270280070,
LA CRESCENT P-2,75,1186,510,600,52,2000,270280075,
LA CRESCENT P-3,76,342,161,161,6,2000,270280076,
LA CRESCENT TWP.,80,861,486,333,30,2000,270280080,
MAYVILLE TWP.,85,210,110,91,4,2000,270280085,
MONEY CREEK TWP.,90,272,138,106,14,2000,270280090,
MOUND PRAIRIE TWP.,95,327,172,128,18,2000,270280095,
SHELDON TWP.,100,151,88,54,4,2000,270280100,
SPRING GROVE,105,622,223,364,21,2000,270280105,
SPRING GROVE TWP.,110,226,134,74,8,2000,270280110,
UNION TWP.,115,186,111,64,6,2000,270280115,
WILMINGTON TWP.,120,254,159,67,19,2000,270280120,
WINNEBAGO TWP.,125,131,82,42,4,2000,270280125,
YUCATAN TWP.,130,200,104,77,14,2000,270280130,
AKELEY,5,216,87,102,18,2000,270290005,
AKELEY TWP.,10,277,133,115,15,2000,270290010,
ARAGO TWP.,15,326,194,111,12,2000,270290015,
BADOURA TWP.,20,57,20,28,5,2000,270290020,
CLAY TWP.,22,42,25,13,4,2000,270290022,
CLOVER TWP.,25,87,61,20,3,2000,270290025,
CROW WING LAKE TWP.,30,174,86,73,10,2000,270290030,
FARDEN TWP.,35,407,212,152,28,2000,270290035,
FERN TWP.,40,115,55,41,14,2000,270290040,
GUTHRIE TWP.,45,227,130,71,12,2000,270290045,
HART LAKE TWP.,50,220,130,68,14,2000,270290050,
HELGA TWP.,55,588,341,209,25,2000,270290055,
HENDRICKSON TWP.,60,107,64,39,2,2000,270290060,
HENRIETTA TWP.,65,859,478,312,45,2000,270290065,
HUBBARD TWP.,70,428,240,149,28,2000,270290070,
LAKE ALICE TWP.,75,48,26,16,4,2000,270290075,
LAKE EMMA TWP.,80,594,355,209,17,2000,270290080,
LAKE GEORGE TWP.,85,209,125,69,9,2000,270290085,
LAKE HATTIE TWP.,90,68,49,12,4,2000,270290090,
LAKEPORT  TWP.,95,438,201,209,18,2000,270290095,
LA PORTE,100,65,36,22,4,2000,270290100,
MANTRAP TWP.,105,293,133,135,24,2000,270290105,
NEVIS,110,209,111,80,8,2000,270290110,
NEVIS TWP.,115,513,299,190,15,2000,270290115,
PARK RAPIDS P-1,120,730,361,304,39,2000,270290120,
PARK RAPIDS P-2,122,749,401,287,42,2000,270290122,
PARK RAPIDS P-3,123,7,4,3,0,2000,270290123,
ROCKWOOD TWP.,125,240,149,74,10,2000,270290125,
SCHOOLCRAFT TWP.,130,63,41,18,2,2000,270290130,
STEAMBOAT RIVER TWP.,135,59,28,26,4,2000,270290135,
STRAIGHT RIVER TWP.,140,338,186,127,14,2000,270290140,
THORPE TWP.,145,26,13,7,5,2000,270290145,
TODD TWP. P-1,150,693,423,246,13,2000,270290150,
TODD TWP. P-2,152,38,19,18,1,2000,270290152,
WHITE OAK TWP.,155,191,91,77,16,2000,270290155,
ATHENS TWP,5,1041,499,462,47,2000,270300005,
BRADFORD TWP,10,1612,797,675,83,2000,270300010,
BRAHAM CITY,15,527,264,218,21,2000,270300015,
CAMBRIDGE,20,2675,1326,1196,116,2000,270300020,
CAMBRIDGE TWP,25,1212,570,556,58,2000,270300025,
DALBO TWP,30,313,176,119,12,2000,270300030,
ISANTI CITY,35,876,415,378,47,2000,270300035,
ISANTI TWP,40,1145,617,442,62,2000,270300040,
MAPLE RIDGE TWP,45,397,196,162,26,2000,270300045,
NORTH BRANCH TWP,50,871,411,379,51,2000,270300050,
OXFORD TWP,55,396,204,151,26,2000,270300055,
SPENCER BROOK TWP,60,740,426,259,42,2000,270300060,
SPRINGVALE TWP,65,726,386,285,38,2000,270300065,
STANCHFIELD TWP,70,599,330,216,35,2000,270300070,
STANFORD TWP,75,1048,617,363,42,2000,270300075,
WYANETT TWP,80,886,434,386,47,2000,270300080,
ALVWOOD TWP.,5,25,10,12,1,2000,270310005,
ARBO TWP.,10,465,229,200,16,2000,270310010,
ARDENHURST TWP.,15,96,65,21,5,2000,270310015,
BALL CLUB PREC,20,147,45,90,6,2000,270310020,
BALSAM TWP.,25,315,171,113,18,2000,270310025,
COHASSET CITY,30,1344,708,539,55,2000,270310030,
BASS LAKE PREC,35,588,317,215,28,2000,270310035,
BEARVILLE TWP.,40,113,46,47,15,2000,270310040,
BIGFORK CITY,45,188,70,91,6,2000,270310045,
BIGFORK TWP.,50,133,72,48,3,2000,270310050,
BLACKBERRY TWP.,55,395,217,140,21,2000,270310055,
BOVEY CITY,60,361,79,235,27,2000,270310060,
BOWSTRING TWP.,65,123,52,59,5,2000,270310065,
NORTH UNORGANIZED PREC,70,248,127,97,15,2000,270310070,
CALUMET CITY,74,173,48,107,11,2000,270310074,
CARPENTER TWP.,76,124,61,46,8,2000,270310076,
COLERAINE CITY,85,607,188,349,37,2000,270310085,
DEER LAKE PREC,90,317,174,112,18,2000,270310090,
DEER RIVER CITY,95,393,183,177,18,2000,270310095,
DEER RIVER TWP.,100,355,209,121,16,2000,270310100,
EFFIE CITY,110,45,20,20,1,2000,270310110,
FEELEY TWP.,120,194,91,94,7,2000,270310120,
GOOD HOPE TWP.,125,50,22,20,3,2000,270310125,
GOODLAND TWP.,130,293,114,147,23,2000,270310130,
GRAN PREC,135,176,62,88,15,2000,270310135,
GRAND RAPIDS CITY P-1,140,816,286,446,51,2000,270310140,
GRAND RAPIDS CITY P-2,145,400,156,203,22,2000,270310145,
GRAND RAPIDS CITY P-3,151,882,359,459,43,2000,270310151,
GRAND RAPIDS TWP. P-8,152,29,14,7,6,2000,270310152,
GRAND RAPIDS CITY P-4,155,1092,521,501,42,2000,270310155,
GRAND RAPIDS CITY P-5,161,661,243,353,50,2000,270310161,
GRAND RAPIDS TWP. P-9,162,324,152,151,11,2000,270310162,
GRAND RAPIDS TWP. P-10,165,423,212,171,28,2000,270310165,
GRAND RAPIDS TWP P-7,170,645,289,315,27,2000,270310170,
GRATTAN TWP.,175,28,23,3,0,2000,270310175,
GREENWAY TWP. P-1,184,125,39,79,3,2000,270310184,
GREENWAY TWP. P-2,189,10,5,5,0,2000,270310189,
GREENWAY TWP P-3,195,424,127,251,28,2000,270310195,
HARRIS TWP.,200,1765,872,767,84,2000,270310200,
INGER PREC,205,102,30,57,10,2000,270310205,
IRON RANGE TWP.,209,152,43,94,9,2000,270310209,
KEEWATIN CITY,215,610,141,406,37,2000,270310215,
KINGHURST TWP.,220,80,47,23,3,2000,270310220,
LAKE JESSIE TWP.,225,144,59,65,11,2000,270310225,
LAPRAIRIE CITY P-6,227,320,137,148,22,2000,270310227,
LAWRENCE TWP.,230,252,81,139,19,2000,270310230,
LIBERTY TWP.,235,41,29,10,0,2000,270310235,
LONE PINE TWP.,240,298,104,171,16,2000,270310240,
GRAVE LAKE PREC,244,72,32,31,6,2000,270310244,
LONG LAKE PREC,245,161,74,62,14,2000,270310245,
MARBLE CITY,247,329,66,236,14,2000,270310247,
MARCELL TWP.,249,257,134,110,7,2000,270310249,
MAX TWP.,255,49,24,20,3,2000,270310255,
MCLEOD PREC,260,277,101,142,17,2000,270310260,
MOOSE PARK TWP.,265,33,26,6,1,2000,270310265,
MORSE TWP.,270,252,156,80,6,2000,270310270,
NASHWAUK CITY P-1,275,326,86,226,10,2000,270310275,
NASHWAUK CITY P-2,280,356,91,235,16,2000,270310280,
NASHWAUK TWP P-3,285,293,97,172,11,2000,270310285,
NORE TWP.,290,21,10,7,1,2000,270310290,
OTENEAGEN TWP.,295,132,75,48,4,2000,270310295,
POMROY TWP.,300,16,9,3,1,2000,270310300,
SAGO TWP.,305,80,26,47,5,2000,270310305,
SAND LAKE TWP.,310,108,66,31,5,2000,270310310,
SPANG TWP.,320,138,82,50,3,2000,270310320,
SPLITHAND TWP.,327,122,59,50,8,2000,270310327,
SQUAW LAKE CITY,330,31,5,18,7,2000,270310330,
STOKES TWP.,335,130,60,52,7,2000,270310335,
TACONITE CITY,339,168,41,114,8,2000,270310339,
SUGAR LAKE PREC,340,474,237,200,21,2000,270310340,
THIRD RIVER TWP.,345,36,19,14,2,2000,270310345,
TROUT LAKE TWP.,350,488,205,249,22,2000,270310350,
WABANA TWP.,355,289,137,137,9,2000,270310355,
WARBA CITY,360,84,24,49,6,2000,270310360,
WAWINA TWP.,365,39,19,16,2,2000,270310365,
WELLERS-MCCORMICK PREC,370,208,129,66,7,2000,270310370,
WILDWOOD TWP,372,74,25,40,7,2000,270310372,
WINNIBIGOSHISH PREC,375,81,38,31,5,2000,270310375,
WIRT TWP.,380,39,21,16,0,2000,270310380,
ZEMPLE CITY,385,38,22,13,2,2000,270310385,
ALBA TWP.,5,109,55,46,4,2000,270320005,
ALPHA,10,73,42,22,2,2000,270320010,
BELMONT TWP.,15,128,67,47,10,2000,270320015,
CHRISTIANIA TWP.,20,163,74,85,2,2000,270320020,
DELAFIELD TWP.,25,162,78,78,3,2000,270320025,
DES MOINES TWP.,30,140,72,59,4,2000,270320030,
ENTERPRISE TWP.,35,114,67,38,6,2000,270320035,
EWINGTON TWP.,40,136,69,64,1,2000,270320040,
HERON LAKE,45,321,136,156,16,2000,270320045,
HERON LAKE TWP.,50,202,110,86,3,2000,270320050,
HUNTER TWP.,55,133,68,54,5,2000,270320055,
JACKSON W-1 P-1,60,267,125,118,19,2000,270320060,
JACKSON W-1 P-2,65,506,267,213,17,2000,270320065,
JACKSON W-2 P-1,70,444,214,202,15,2000,270320070,
JACKSON W-2 P-2,75,356,175,148,21,2000,270320075,
KIMBALL TWP.,80,86,44,38,1,2000,270320080,
LA CROSSE TWP.,85,105,51,45,2,2000,270320085,
LAKEFIELD P-1,90,415,189,192,16,2000,270320090,
LAKEFIELD P-2,95,442,206,211,10,2000,270320095,
MIDDLETOWN TWP.,100,126,62,51,8,2000,270320100,
MINNEOTA TWP.,105,156,88,58,3,2000,270320105,
OKABENA,110,96,43,43,6,2000,270320110,
PETERSBURG TWP.,115,153,107,36,3,2000,270320115,
ROST TWP.,120,116,62,39,6,2000,270320120,
ROUND LAKE TWP.,125,82,39,39,3,2000,270320125,
SIOUX VALLEY TWP.,130,119,67,43,4,2000,270320130,
WEIMER TWP.,135,97,55,37,1,2000,270320135,
WEST HERON LAKE TWP.,140,94,50,42,1,2000,270320140,
WILDER,145,36,11,22,1,2000,270320145,
WISCONSIN TWP.,150,136,80,52,1,2000,270320150,
ANN LAKE TWP.,5,194,90,98,4,2000,270330005,
ARTHUR TWP.,10,916,482,367,48,2000,270330010,
BRAHAM,15,0,0,0,0,2000,270330015,
BRUNSWICK TWP.,20,564,283,230,40,2000,270330020,
COMFORT TWP.,25,466,227,200,20,2000,270330025,
FORD TWP.,30,84,57,18,0,2000,270330030,
GRASS LAKE TWP.,35,443,230,180,19,2000,270330035,
GRASSTON,40,45,22,19,1,2000,270330040,
HAY BROOK TWP.,45,115,62,40,6,2000,270330045,
HILLMAN TWP.,50,180,116,56,6,2000,270330050,
KANABEC TWP.,55,316,195,97,11,2000,270330055,
KNIFE LAKE TWP.,60,535,253,252,20,2000,270330060,
KROSCHEL TWP.,65,106,54,45,6,2000,270330065,
MORA P-1,70,1066,478,517,52,2000,270330070,
MORA P-2,75,355,176,149,18,2000,270330075,
OGILVIE,80,156,69,73,9,2000,270330080,
PEACE TWP.,85,412,208,165,27,2000,270330085,
POMROY TWP.,90,190,117,59,11,2000,270330090,
QUAMBA,95,53,23,26,3,2000,270330095,
SOUTH FORK TWP.,100,267,136,105,17,2000,270330100,
WHITED TWP.,105,371,202,135,26,2000,270330105,
ARCTANDER TWP.,5,216,76,118,9,2000,270340005,
ATWATER,10,586,262,281,23,2000,270340010,
BLOMKEST,15,99,58,34,4,2000,270340015,
BURBANK TWP.,20,214,97,92,19,2000,270340020,
COLFAX TWP.,25,267,109,132,17,2000,270340025,
DOVRE TWP.,30,1185,683,428,53,2000,270340030,
EAST LAKE LILLIAN TWP,35,102,44,49,5,2000,270340035,
EDWARDS TWP.,40,142,96,34,7,2000,270340040,
FAHLUN TWP.,45,186,81,89,7,2000,270340045,
GENNESSEE TWP.,50,211,97,94,8,2000,270340050,
GREEN LAKE TWP.,55,846,449,346,30,2000,270340055,
HARRISON TWP.,60,371,166,179,19,2000,270340060,
HOLLAND TWP.,65,220,169,41,3,2000,270340065,
IRVING TWP.,70,475,254,187,17,2000,270340070,
KANDIYOHI,75,282,152,116,6,2000,270340075,
KANDIYOHI TWP.,80,339,184,132,9,2000,270340080,
LAKE ANDREW TWP.,85,642,310,284,31,2000,270340085,
LAKE ELIZABETH TWP.,90,124,52,63,7,2000,270340090,
LAKE LILLIAN,95,123,47,63,4,2000,270340095,
LAKE LILLIAN TWP.,100,106,54,44,6,2000,270340100,
MAMRE TWP.,105,178,107,56,9,2000,270340105,
NEW LONDON,110,498,217,242,17,2000,270340110,
NEW LONDON TWP.,115,1594,822,645,89,2000,270340115,
NORWAY LAKE TWP.,120,166,83,64,10,2000,270340120,
PENNOCK,125,185,92,74,9,2000,270340125,
PRINSBURG,130,325,301,19,0,2000,270340130,
RAYMOND,135,363,192,153,6,2000,270340135,
REGAL,140,29,16,10,1,2000,270340140,
ROSELAND TWP.,145,225,150,61,6,2000,270340145,
ROSEVILLE TWP.,150,252,146,82,14,2000,270340150,
ST. JOHNS TWP.,155,197,118,67,6,2000,270340155,
SPICER,160,665,315,316,19,2000,270340160,
SUNBURG,165,63,39,22,0,2000,270340165,
WHITEFIELD TWP.,170,264,151,94,10,2000,270340170,
WILLMAR W-1 P-1,175,317,163,137,15,2000,270340175,
WILLMAR W-1 P-2,180,515,213,262,19,2000,270340180,
WILLMAR W-1 P-3,185,599,307,254,27,2000,270340185,
WILLMAR W-1 P-4,186,172,119,45,5,2000,270340186,
WILLMAR W-1 P-5,187,6,1,2,2,2000,270340187,
WILLMAR W-2 P-1,190,594,278,289,13,2000,270340190,
WILLMAR W-2 P-2,195,849,439,369,16,2000,270340195,
WILLMAR W-2 P-3,200,1033,557,435,21,2000,270340200,
WILLMAR W-3 P-1,205,646,304,307,17,2000,270340205,
WILLMAR W-3 P-2,210,440,202,199,25,2000,270340210,
WILLMAR W-3 P-3,215,486,237,222,17,2000,270340215,
WILLMAR W-4 P-1,220,741,359,327,25,2000,270340220,
WILLMAR W-4 P-2,225,557,249,267,18,2000,270340225,
WILLMAR W-4 P-3,230,640,280,314,28,2000,270340230,
WILLMAR TWP.,235,219,129,80,6,2000,270340235,
ARVESON TWP.,5,54,35,13,1,2000,270350005,
CANNON TWP.,10,10,4,6,0,2000,270350010,
CARIBOU TWP.,15,26,19,4,1,2000,270350015,
CLOW TWP.,20,18,12,5,1,2000,270350020,
DAVIS TWP.,25,29,16,11,0,2000,270350025,
DEERWOOD TWP,30,77,42,32,1,2000,270350030,
DONALDSON,35,17,11,3,1,2000,270350035,
GRANVILLE TWP.,40,59,22,32,1,2000,270350040,
HALLOCK,45,631,308,289,12,2000,270350045,
HALLOCK TWP.,50,60,31,24,1,2000,270350050,
HALMA,55,19,12,7,0,2000,270350055,
HAMPDEN TWP.,60,32,20,12,0,2000,270350060,
HAZELTON TWP.,65,52,34,15,3,2000,270350065,
HILL TWP.,70,14,9,2,2,2000,270350070,
HUMBOLDT,75,24,16,8,0,2000,270350075,
JUPITER TWP.,80,84,35,42,1,2000,270350080,
KARLSTAD,85,378,195,147,15,2000,270350085,
KENNEDY,90,144,60,75,3,2000,270350090,
LAKE BRONSON,95,119,39,62,7,2000,270350095,
LANCASTER,100,159,77,71,6,2000,270350100,
MCKINLEY TWP.,105,21,17,4,0,2000,270350105,
NORTH RED RIVER,110,2,1,0,0,2000,270350110,
NORWAY TWP.,115,45,33,10,2,2000,270350115,
PEATLAND,118,3,3,0,0,2000,270350118,
PELAN TWP.,120,26,15,5,1,2000,270350120,
PERCY TWP.,125,38,14,23,0,2000,270350125,
POPPLETON TWP.,130,69,31,32,1,2000,270350130,
RICHARDVILLE TWP.,135,61,32,22,3,2000,270350135,
ST. JOSEPH TWP.,140,23,5,13,1,2000,270350140,
ST. VINCENT,145,24,14,7,1,2000,270350145,
ST. VINCENT TWP.,150,45,33,8,0,2000,270350150,
SKANE TWP.,155,34,10,22,0,2000,270350155,
SOUTH RED RIVER,160,13,5,6,0,2000,270350160,
SPRING BROOK TWP.,165,39,30,5,1,2000,270350165,
SVEA TWP.,170,26,9,16,0,2000,270350170,
TEGNER TWP.,175,31,14,16,1,2000,270350175,
TEIEN TWP.,180,47,24,21,1,2000,270350180,
THOMPSON TWP.,185,108,66,37,0,2000,270350185,
BIG FALLS-DNR CRE PREC,5,210,104,91,4,2000,270360005,
BRIDGIE PREC,10,43,29,10,2,2000,270360010,
BVR-MDG-RAY PREC,15,134,98,28,5,2000,270360015,
CINGMARS PREC,20,22,16,3,1,2000,270360020,
