Precinct Name,PRCT,TOTVOTING,USPRSR,USPRSDFL,USPRSGP,Year,VTDID (not),VTDID
CROSS R-DENTAYBOW PREC,25,45,26,19,0,2000,270360025,
ENGLEWOOD-PINETOP PREC,30,96,73,14,2,2000,270360030,
FOREST GROVE PREC,40,37,27,5,2,2000,270360040,
INDUS PREC.,45,58,29,23,4,2000,270360045,
INTL FALLS -EAST WARD,50,933,409,453,36,2000,270360050,
INTL. FALLS-CENTER WARD,55,853,361,396,49,2000,270360055,
INTL FALLS -WEST WARD,60,1330,613,632,47,2000,270360060,
JAMESON PRCT,70,86,57,23,1,2000,270360070,
KOOCHICHING POLL 1,75,725,406,274,32,2000,270360075,
KOOCHICHING POLL 2,80,279,159,99,14,2000,270360080,
KOOCHICHING POLL 3,81,219,108,93,8,2000,270360081,
KOOCHICHING POLL 4,82,258,126,111,17,2000,270360082,
KOOCHICHING POLL 5,83,304,163,119,14,2000,270360083,
LINDFORD PREC,85,22,17,4,1,2000,270360085,
LITTLEFORK,90,348,182,146,11,2000,270360090,
MANITOU SAULT PREC,95,66,32,27,3,2000,270360095,
MIZPAH-EVERGREEN PRCT,100,95,49,38,5,2000,270360100,
MURPHY PREC,105,39,31,3,1,2000,270360105,
NETT LAKE PREC,110,6,3,3,0,2000,270360110,
NORTHOME,115,108,46,43,8,2000,270360115,
RANIER,120,117,56,51,8,2000,270360120,
RAT ROOT PREC,125,156,66,80,6,2000,270360125,
REEDY PREC,130,61,38,19,3,2000,270360130,
SCARLETT PREC,140,60,46,9,4,2000,270360140,
SIL'DALE-S'VILLEPREC,145,25,12,10,0,2000,270360145,
WATROUS PREC.,155,79,34,40,3,2000,270360155,
WILDWD-PLUMCREEK-STEFFE,160,35,20,11,3,2000,270360160,
WILLIAMS PREC,165,56,40,10,2,2000,270360165,
MEADOWBROOK,170,74,47,16,6,2000,270360170,
AGASSIZ TWP.,5,53,34,17,1,2000,270370005,
ARENA TWP.,10,77,45,25,5,2000,270370010,
AUGUSTA TWP.,15,68,36,28,0,2000,270370015,
BAXTER TWP.,20,124,55,60,5,2000,270370020,
BELLINGHAM,25,111,56,50,4,2000,270370025,
BOYD,30,97,32,55,5,2000,270370030,
CAMP RELEASE TWP.,35,157,93,57,6,2000,270370035,
CERRO GORDO TWP.,40,127,39,73,8,2000,270370040,
DAWSON W-1,45,292,105,161,16,2000,270370045,
DAWSON W-2,50,233,89,125,7,2000,270370050,
DAWSON W-3,55,352,140,198,4,2000,270370055,
FREELAND TWP.,60,66,31,32,1,2000,270370060,
GARFIELD TWP.,65,100,37,56,6,2000,270370065,
HAMLIN TWP.,70,110,39,64,6,2000,270370070,
HANTHO TWP.,75,82,37,32,9,2000,270370075,
LAC QUI PARLE TWP.,80,114,46,57,7,2000,270370080,
LAKE SHORE TWP.,85,137,59,70,5,2000,270370085,
LOUISBURG,90,27,7,19,1,2000,270370090,
MADISON W-1,95,303,115,170,10,2000,270370095,
MADISON W-2,100,338,152,166,9,2000,270370100,
MADISON W-3,105,357,133,196,11,2000,270370105,
MADISON TWP.,110,150,62,79,5,2000,270370110,
MANFRED TWP.,115,68,32,35,0,2000,270370115,
MARIETTA,120,77,31,44,0,2000,270370120,
MAXWELL TWP.,125,107,61,42,2,2000,270370125,
MEHURIN TWP.,130,54,25,28,0,2000,270370130,
NASSAU,135,46,22,15,1,2000,270370135,
PERRY TWP.,140,74,38,30,4,2000,270370140,
PROVIDENCE TWP.,145,114,46,59,6,2000,270370145,
RIVERSIDE TWP.,150,179,93,74,2,2000,270370150,
TEN MILE LAKE TWP.,155,105,42,54,6,2000,270370155,
WALTER TWP.,160,97,52,35,5,2000,270370160,
YELLOW BANK TWP.,165,101,57,38,3,2000,270370165,
BEAVER BAY,5,100,46,42,7,2000,270380005,
BEAVER BAY TWP. P-1,10,155,78,59,11,2000,270380010,
BEAVER BAY TWP. P-4,20,182,78,88,13,2000,270380020,
CRYSTAL BAY P-1,25,293,81,169,37,2000,270380025,
FALL LAKE TWP.,35,428,238,160,16,2000,270380035,
SILVER BAY P-1,40,399,154,214,16,2000,270380040,
SILVER BAY P-2,50,829,375,412,28,2000,270380050,
SILVER CREEK,60,741,272,389,67,2000,270380060,
STONY RIVER TWP.,65,93,51,25,13,2000,270380065,
TWO HARBORS W-1,70,560,178,323,33,2000,270380070,
TWO HARBORS W-2,80,435,143,245,36,2000,270380080,
TWO HARBORS W-3,90,569,164,366,25,2000,270380090,
TWO HARBORS W-4,105,530,138,350,27,2000,270380105,
UNORG TERR NO1,110,74,33,31,7,2000,270380110,
UNORG TERR NO2 PREC 1,115,204,55,127,17,2000,270380115,
UNORG TERR NO2 PREC 2,120,378,148,192,25,2000,270380120,
UNORG TERR NO2 PREC 3,125,622,203,366,39,2000,270380125,
UNORG TERR NO2 PREC 4,130,67,30,21,9,2000,270380130,
DIST.NO.1 P-A,5,59,32,23,2,2000,270390005,
DIST.NO.1 P-B,10,302,148,135,12,2000,270390010,
DIST.NO.2 P-A,15,132,76,45,9,2000,270390015,
DIST.NO.2 P-B,20,215,124,79,8,2000,270390020,
DIST.NO.3 P-A,25,122,67,53,2,2000,270390025,
DIST.NO.3 P-B,30,249,134,96,6,2000,270390030,
DIST.NO.3 P-C,35,110,71,31,5,2000,270390035,
DIST.NO.4 P-A,40,350,199,129,8,2000,270390040,
DIST.NO.4 P-B,45,131,82,33,8,2000,270390045,
DIST.NO.5 P-A,50,239,134,88,7,2000,270390050,
DIST.NO.5 P-B,55,88,36,47,1,2000,270390055,
DIST. NO. 5P-C,60,88,47,33,1,2000,270390060,
DIST. NO. 2 P-C,65,43,10,29,1,2000,270390065,
DIST. NO. 5 P-D,70,90,56,27,4,2000,270390070,
CLEVELAND,5,307,133,151,15,2000,270400005,
CLEVELAND TWP.,10,343,170,142,21,2000,270400010,
CORDOVA TWP.,15,263,138,103,11,2000,270400015,
DERRYNANE TWP.,20,281,152,103,17,2000,270400020,
ELYSIAN,25,268,127,108,18,2000,270400025,
ELYSIAN TWP.,30,520,308,177,25,2000,270400030,
HEIDELBERG,35,62,21,38,2,2000,270400035,
KASOTA,40,301,111,148,33,2000,270400040,
KASOTA TWP.,45,847,395,388,37,2000,270400045,
KILKENNY,50,98,36,51,6,2000,270400050,
KILKENNY TWP.,55,194,102,77,11,2000,270400055,
LANESBURGH TWP. P-1,60,300,165,106,20,2000,270400060,
LANESBURGH TWP. P-2,62,668,385,242,24,2000,270400062,
LE CENTER W-1,65,592,306,248,24,2000,270400065,
LE CENTER W-2,70,417,210,173,17,2000,270400070,
LE SUEUR W-1,75,1033,536,426,44,2000,270400075,
LE SUEUR W-2,80,734,339,329,40,2000,270400080,
LEXINGTON TWP.,85,381,192,156,24,2000,270400085,
MONTGOMERY W-1,90,530,210,279,21,2000,270400090,
MONTGOMERY W-2,95,742,292,390,40,2000,270400095,
MONTGOMERY TWP.,100,375,187,161,10,2000,270400100,
NEW PRAGUE,105,700,345,321,19,2000,270400105,
OTTAWA TWP.,110,167,80,65,13,2000,270400110,
SHARON TWP.,115,342,182,131,20,2000,270400115,
TYRONE TWP.,120,316,162,131,13,2000,270400120,
WASHINGTON TWP.,125,481,287,166,18,2000,270400125,
WATERVILLE W-1,130,419,186,197,18,2000,270400130,
WATERVILLE W-2,135,422,196,200,18,2000,270400135,
WATERVILLE TWP.,140,375,185,154,24,2000,270400140,
ALTA VISTA TWP,5,112,49,59,1,2000,270410005,
ARCO CITY,10,43,13,27,3,2000,270410010,
ASH LAKE TWP,15,100,32,53,2,2000,270410015,
DIAMOND LAKE TWP,20,102,50,43,5,2000,270410020,
DRAMMEN TWP,25,69,39,25,2,2000,270410025,
HANSONVILLE TWP,30,59,23,31,4,2000,270410030,
HENDRICKS CITY,35,386,169,185,8,2000,270410035,
HENDRICKS TWP,40,132,69,55,2,2000,270410040,
HOPE TWP,45,146,73,66,2,2000,270410045,
IVANHOE CITY,50,362,140,191,17,2000,270410050,
LAKE BENTON CITY,55,384,181,163,7,2000,270410055,
LAKE BENTON TWP,60,137,75,55,4,2000,270410060,
LAKE STAY TWP,65,79,22,53,2,2000,270410065,
LIMESTONE,70,95,50,38,3,2000,270410070,
MARBLE TWP,75,101,40,54,4,2000,270410075,
MARSHFIELD TWP,80,113,58,48,2,2000,270410080,
ROYAL TWP,85,100,34,48,6,2000,270410085,
SHAOKATAN TWP,90,108,61,38,5,2000,270410090,
TYLER CITY,95,649,285,315,21,2000,270410095,
VERDI TWP,100,106,50,43,5,2000,270410100,
AMIRET TWP.,5,121,71,45,5,2000,270420005,
BALATON,10,311,149,141,8,2000,270420010,
CLIFTON TWP.,15,134,81,43,5,2000,270420015,
COON CREEK TWP.,20,122,61,56,0,2000,270420020,
COTTONWOOD,25,584,275,260,35,2000,270420025,
CUSTER TWP.,30,110,46,52,5,2000,270420030,
EIDSVOLD TWP.,35,104,55,46,1,2000,270420035,
FAIRVIEW TWP.,40,231,144,74,6,2000,270420040,
FLORENCE,45,31,13,4,1,2000,270420045,
GARVIN,50,65,22,34,6,2000,270420050,
GHENT,55,151,66,73,8,2000,270420055,
GRANDVIEW TWP.,60,147,94,47,5,2000,270420060,
ISLAND LAKE TWP.,65,112,67,40,4,2000,270420065,
LAKE MARSHALL TWP.,70,280,166,95,12,2000,270420070,
LUCAS TWP.,75,118,79,31,3,2000,270420075,
LYND,80,126,70,47,5,2000,270420080,
LYND TWP.,85,235,142,72,15,2000,270420085,
LYONS TWP.,90,87,58,20,6,2000,270420090,
MARSHALL W-1,95,1897,963,758,109,2000,270420095,
MARSHALL W-2,105,2049,1061,893,57,2000,270420105,
MARSHALL W-3,115,1685,881,696,70,2000,270420115,
MINNEOTA,125,717,365,293,24,2000,270420125,
MONROE TWP.,130,116,73,38,2,2000,270420130,
NORDLAND TWP.,135,113,61,44,3,2000,270420135,
ROCK LAKE TWP.,140,154,94,44,5,2000,270420140,
RUSSELL,145,198,93,91,6,2000,270420145,
SHELBURNE TWP.,150,107,71,28,4,2000,270420150,
SODUS TWP.,155,142,85,52,2,2000,270420155,
STANLEY TWP.,160,124,82,34,5,2000,270420160,
TAUNTON,165,87,33,41,7,2000,270420165,
TRACY W-1,170,939,425,454,28,2000,270420170,
VALLERS TWP.,180,117,68,38,3,2000,270420180,
WESTERHEIM TWP.,185,136,73,53,5,2000,270420185,
ACOMA TWP.,5,577,350,190,27,2000,270430005,
BERGEN TWP.,10,438,296,97,24,2000,270430010,
BISCAY,15,72,32,29,8,2000,270430015,
BROWNTON,20,386,215,141,15,2000,270430020,
COLLINS TWP.,25,212,124,73,10,2000,270430025,
GLENCOE P-1,30,555,321,190,25,2000,270430030,
GLENCOE P-2,35,593,334,225,15,2000,270430035,
GLENCOE P-3,40,590,304,235,28,2000,270430040,
GLENCOE P-4,45,462,266,159,25,2000,270430045,
GLENCOE TWP.,50,294,171,99,14,2000,270430050,
HALE TWP.,55,375,193,138,17,2000,270430055,
HASSAN VALLEY TWP.,60,397,227,142,12,2000,270430060,
HELEN TWP.,65,424,274,114,19,2000,270430065,
HUTCHINSON P-1,70,1609,852,652,61,2000,270430070,
HUTCHINSON P-2,75,1889,974,777,93,2000,270430075,
HUTCHINSON P-3,80,2142,1204,818,81,2000,270430080,
HUTCHINSON TWP.,95,573,344,186,23,2000,270430095,
LESTER PRAIRIE,100,604,360,192,29,2000,270430100,
LYNN TWP.,105,297,174,100,9,2000,270430105,
PENN TWP.,110,147,101,38,2,2000,270430110,
PLATO,115,164,106,48,10,2000,270430115,
RICH VALLEY TWP.,120,337,182,123,20,2000,270430120,
ROUND GROVE TWP.,125,132,71,46,9,2000,270430125,
SILVER LAKE,130,341,150,152,19,2000,270430130,
STEWART,135,267,141,90,14,2000,270430135,
SUMTER TWP.,140,247,150,79,5,2000,270430140,
WINSTED,145,1006,604,328,41,2000,270430145,
WINSTED TWP.,150,455,262,148,26,2000,270430150,
BEAULIEU TWP.,5,65,40,15,3,2000,270440005,
BEJOU,10,49,29,17,1,2000,270440010,
BEJOU TWP.,15,54,18,24,5,2000,270440015,
CHIEF TWP.,20,70,29,27,5,2000,270440020,
CLOVER TWP.,25,48,15,25,3,2000,270440025,
GREGORY TWP.,30,52,28,18,2,2000,270440030,
HEIER TWP.,35,61,40,17,0,2000,270440035,
ISLAND LAKE TWP.,40,113,58,45,6,2000,270440040,
LA GARDE TWP.,45,60,33,18,6,2000,270440045,
LAKE GROVE TWP.,50,72,37,32,0,2000,270440050,
MAHNOMEN,55,554,276,242,12,2000,270440055,
MARSH CREEK TWP.,60,59,44,14,0,2000,270440060,
OAKLAND TWP.,65,105,71,22,7,2000,270440065,
PEMBINA TWP.,70,244,143,85,7,2000,270440070,
POPPLE GROVE TWP.,75,75,31,30,8,2000,270440075,
ROSEDALE TWP.,80,77,61,10,1,2000,270440080,
TWIN LAKES TWP.,85,186,40,123,15,2000,270440085,
LITTLE ELBOW TWP.,90,92,43,39,7,2000,270440090,
WAUBUN,95,216,86,118,8,2000,270440095,
AGDER TWP.,5,45,24,17,1,2000,270450005,
ALMA TWP.,10,59,25,28,1,2000,270450010,
ALVARADO,15,180,106,67,2,2000,270450015,
ARGYLE,20,339,152,153,12,2000,270450020,
AUGSBURG TWP.,25,43,26,12,1,2000,270450025,
BIG WOODS TWP.,30,41,24,15,1,2000,270450030,
BLOOMER TWP.,35,47,33,13,0,2000,270450035,
BOXVILLE TWP.,40,31,25,5,0,2000,270450040,
CEDAR TWP.,45,59,37,14,2,2000,270450045,
COMO TWP.,50,31,15,12,1,2000,270450050,
COMSTOCK TWP.,55,83,52,27,1,2000,270450055,
DONNELLY TWP.,60,23,20,3,0,2000,270450060,
EAGLE POINT TWP.,65,22,16,5,0,2000,270450065,
EAST PARK TWP.,70,9,8,0,0,2000,270450070,
EAST VALLEY TWP.,75,22,16,5,1,2000,270450075,
ECKVOLL TWP.,80,42,16,24,1,2000,270450080,
ESPELIE TWP.,85,20,12,7,1,2000,270450085,
EXCEL TWP.,90,161,95,55,6,2000,270450090,
FOLDAHL TWP.,95,49,23,19,4,2000,270450095,
FORK TWP.,100,9,5,4,0,2000,270450100,
GRAND PLAIN TWP.,105,33,17,10,2,2000,270450105,
GRYGLA,110,112,42,60,4,2000,270450110,
HOLT,115,43,22,15,4,2000,270450115,
HOLT TWP.,120,77,52,20,3,2000,270450120,
HUNTLY TWP.,125,41,16,20,3,2000,270450125,
LINCOLN TWP.,130,67,35,30,0,2000,270450130,
LINSELL TWP.,135,19,10,7,1,2000,270450135,
MCCREA TWP.,140,153,86,54,5,2000,270450140,
MARSH GROVE TWP.,145,76,54,18,2,2000,270450145,
MIDDLE RIVER,150,152,79,54,8,2000,270450150,
MIDDLE RIVER TWP.,155,69,45,18,0,2000,270450155,
MOOSE RIVER TWP.,160,21,13,6,2,2000,270450160,
MOYLAN TWP.,165,58,28,25,3,2000,270450165,
NELSON PARK TWP.,170,83,40,29,4,2000,270450170,
NEWFOLDEN,175,161,83,72,2,2000,270450175,
NEW FOLDEN TWP.,180,99,63,29,3,2000,270450180,
NEW MAINE TWP.,185,105,65,34,0,2000,270450185,
NEW SOLUM TWP.,190,143,102,37,0,2000,270450190,
OAK PARK TWP.,195,83,51,27,1,2000,270450195,
OSLO,200,132,62,59,7,2000,270450200,
PARKER TWP.,205,24,11,8,2,2000,270450205,
ROLLIS TWP.,210,85,47,28,2,2000,270450210,
SINNOTT TWP.,215,32,18,14,0,2000,270450215,
SPRUCE VALLEY TWP.,220,109,56,44,2,2000,270450220,
STEPHEN,225,347,184,132,15,2000,270450225,
STRANDQUIST,230,53,19,25,2,2000,270450230,
TAMARAC TWP.,235,64,33,19,2,2000,270450235,
THIEF LAKE TWP.,240,35,18,12,2,2000,270450240,
VALLEY TWP.,245,98,61,29,3,2000,270450245,
VEGA TWP.,250,74,46,19,7,2000,270450250,
VELDT TWP.,255,27,15,12,0,2000,270450255,
VIKING,260,54,28,19,5,2000,270450260,
VIKING TWP.,265,89,45,36,1,2000,270450265,
WANGER TWP.,270,51,31,15,2,2000,270450270,
WARREN W-1,275,371,229,111,9,2000,270450275,
WARREN W-2,280,482,249,210,11,2000,270450280,
WARRENTON TWP.,285,54,41,8,1,2000,270450285,
WEST VALLEY TWP.,290,77,51,22,2,2000,270450290,
WHITEFORD TWP.,295,24,10,8,2,2000,270450295,
WRIGHT TWP.,300,63,25,30,1,2000,270450300,
CEDAR TWP.,5,153,93,52,3,2000,270460005,
CENTER CREEK TWP.,10,138,86,41,6,2000,270460010,
CEYLON,15,201,75,110,5,2000,270460015,
DUNNELL,20,100,53,34,6,2000,270460020,
EAST CHAIN TWP.,25,188,142,39,3,2000,270460025,
ELM CREEK TWP.,30,100,59,39,0,2000,270460030,
FAIRMONT W-1 P-1,35,638,359,246,15,2000,270460035,
FAIRMONT W-1 P-2,40,838,505,285,31,2000,270460040,
FAIRMONT W-2 P-1,50,737,415,269,36,2000,270460050,
FAIRMONT W-2 P-2,55,814,464,293,28,2000,270460055,
FAIRMONT W-3 P-1,65,484,225,222,18,2000,270460065,
FAIRMONT W-3 P-2,70,507,250,211,19,2000,270460070,
FAIRMONT W-4 P-1,80,538,277,217,27,2000,270460080,
FAIRMONT W-4 P-2,85,476,193,253,17,2000,270460085,
FAIRMONT TWP.,95,146,82,60,3,2000,270460095,
FOX LAKE TWP.,100,154,85,51,9,2000,270460100,
FRASER TWP.,105,140,83,42,6,2000,270460105,
GALENA TWP.,110,151,83,60,4,2000,270460110,
GRANADA,115,149,68,66,6,2000,270460115,
JAY TWP.,120,134,89,32,11,2000,270460120,
LAKE BELT TWP.,125,106,58,35,8,2000,270460125,
LAKE FREMONT TWP.,130,104,73,22,9,2000,270460130,
MANYASKA TWP.,135,181,93,78,3,2000,270460135,
NASHVILLE TWP.,140,130,73,51,1,2000,270460140,
NORTHROP,145,131,73,51,4,2000,270460145,
ORMSBY,150,31,18,12,1,2000,270460150,
PLEASANT PRAIRIE,155,134,65,53,6,2000,270460155,
ROLLING GREEN TWP.,160,156,86,59,6,2000,270460160,
RUTLAND TWP.,165,217,113,90,7,2000,270460165,
SHERBURN,170,542,257,251,17,2000,270460170,
SILVER LAKE TWP.,175,259,141,105,6,2000,270460175,
TENHASSEN TWP.,180,151,91,51,5,2000,270460180,
TRIMONT,185,388,197,161,7,2000,270460185,
TRUMAN,195,614,335,236,19,2000,270460195,
WAVERLY TWP.,200,142,74,58,5,2000,270460200,
WELCOME,205,338,137,173,10,2000,270460205,
WESTFORD TWP.,210,189,116,58,9,2000,270460210,
ACTON TOWNSHIP,5,167,75,78,6,2000,270470005,
CEDAR MILLS,10,35,18,16,1,2000,270470010,
CEDAR MILLS TWP.,15,204,109,76,11,2000,270470015,
COLLINWOOD TWP.,20,512,305,174,18,2000,270470020,
COSMOS,25,264,100,130,15,2000,270470025,
COSMOS TWP.,30,107,61,42,1,2000,270470030,
DANIELSON TWP.,35,165,88,61,11,2000,270470035,
DARWIN,40,130,74,44,6,2000,270470040,
DARWIN TWP.,45,367,183,142,27,2000,270470045,
DASSEL,50,651,375,218,38,2000,270470050,
DASSEL TWP.,55,740,438,253,30,2000,270470055,
EDEN VALLEY,60,211,110,83,9,2000,270470060,
ELLSWORTH TWP.,65,485,272,164,32,2000,270470065,
FOREST CITY TWP.,70,337,172,130,25,2000,270470070,
FOREST PRAIRIE TWP.,75,395,201,165,11,2000,270470075,
GREENLEAF TWP.,80,410,222,156,20,2000,270470080,
GROVE CITY,85,287,117,148,14,2000,270470085,
HARVEY TWP.,90,197,104,71,6,2000,270470090,
KINGSTON,95,82,35,40,3,2000,270470095,
KINGSTON TWP.,100,597,327,225,31,2000,270470100,
LITCHFIELD W-1,105,651,303,296,35,2000,270470105,
LITCHFIELD W-2,110,592,254,295,22,2000,270470110,
LITCHFIELD W-3,115,529,246,254,9,2000,270470115,
LITCHFIELD W-4,120,678,328,306,30,2000,270470120,
LITCHFIELD W-5,125,468,195,240,22,2000,270470125,
LITCHFIELD TWP.,130,416,229,162,18,2000,270470130,
MANANNAH TWP.,135,238,123,82,21,2000,270470135,
SWEDE GROVE TWP.,140,176,100,66,5,2000,270470140,
UNION GROVE TWP.,145,313,170,105,25,2000,270470145,
WATKINS,150,410,186,180,15,2000,270470150,
BOCK,5,41,20,15,2,2000,270480005,
BOGUS BROOK TWP.,10,527,324,149,36,2000,270480010,
BORGHOLM TWP.,15,534,279,217,22,2000,270480015,
BRADBURY TWP.,20,83,42,31,6,2000,270480020,
DAILEY TWP.,25,117,59,46,6,2000,270480025,
EAST SIDE TWP.,30,409,180,206,11,2000,270480030,
FORESTON,35,175,84,74,11,2000,270480035,
GREENBUSH TWP.,40,564,300,227,20,2000,270480040,
HAYLAND TWP.,45,178,78,83,11,2000,270480045,
ISLE,50,404,183,202,10,2000,270480050,
ISLE HARBOR TWP.,55,260,134,110,12,2000,270480055,
KATHIO TWP.,60,525,129,367,18,2000,270480060,
LEWIS TWP.,65,27,16,6,3,2000,270480065,
MILACA,70,1201,600,523,38,2000,270480070,
MILACA TWP.,75,596,351,209,21,2000,270480075,
MILO TWP.,80,524,360,132,19,2000,270480080,
MUDGETT TWP.,85,48,28,13,2,2000,270480085,
ONAMIA,90,336,150,158,18,2000,270480090,
ONAMIA TWP.,95,252,113,109,22,2000,270480095,
PAGE TWP.,100,205,101,76,15,2000,270480100,
PEASE,105,79,55,14,2,2000,270480105,
PRINCETON,110,1692,783,781,65,2000,270480110,
PRINCETON TWP.,115,996,550,373,50,2000,270480115,
SOUTH HARBOR TWP.,120,435,227,182,13,2000,270480120,
WAHKON,125,168,77,73,15,2000,270480125,
AGRAM TOWNSHIP,5,271,174,72,12,2000,270490005,
BELLE PRAIRIE TOWNSHIP,10,934,498,362,34,2000,270490010,
BELLEVUE TOWNSHIP,15,464,296,133,18,2000,270490015,
BOWLUS,20,120,68,35,4,2000,270490020,
BUCKMAN,25,89,60,18,5,2000,270490025,
BUCKMAN TOWNSHIP,30,305,205,55,15,2000,270490030,
BUH TOWNSHIP,35,291,177,70,21,2000,270490035,
CULDRUM TOWNSHIP,45,217,142,54,6,2000,270490045,
CUSHING TOWNSHIP,50,274,148,100,14,2000,270490050,
DARLING TOWNSHIP,55,294,179,90,14,2000,270490055,
ELMDALE,60,51,18,22,1,2000,270490060,
ELMDALE TOWNSHIP,65,391,252,82,15,2000,270490065,
FLENSBURG,70,121,65,37,2,2000,270490070,
GENOLA,75,23,15,5,3,2000,270490075,
GRANITE TOWNSHIP,80,202,140,40,7,2000,270490080,
GREEN PRAIRIE TOWNSHIP,85,329,182,121,17,2000,270490085,
HARDING,90,41,20,17,2,2000,270490090,
HILLMAN,95,23,13,8,1,2000,270490095,
HILLMAN TOWNSHIP,100,87,54,22,5,2000,270490100,
LAKIN TOWNSHIP,105,201,99,89,6,2000,270490105,
LASTRUP,110,45,18,22,3,2000,270490110,
LEIGH TOWNSHIP,115,60,32,17,4,2000,270490115,
LITTLE FALLS W-1,120,1281,587,586,58,2000,270490120,
LITTLE FALLS W-2,125,1033,525,416,51,2000,270490125,
LITTLE FALLS W-3,130,957,477,380,52,2000,270490130,
LITTLE FALLS TOWNSHIP,135,862,514,304,26,2000,270490135,
MORRILL TOWNSHIP,140,252,137,90,3,2000,270490140,
MOTLEY,145,262,140,102,15,2000,270490145,
MOTLEY TOWNSHIP,150,120,48,60,4,2000,270490150,
MOUNT MORRIS TOWNSHIP,155,31,10,18,2,2000,270490155,
PARKER TOWNSHIP,160,214,113,82,5,2000,270490160,
PIERZ,165,628,311,248,26,2000,270490165,
PIERZ TOWNSHIP,170,210,145,46,5,2000,270490170,
PIKE CREEK TOWNSHIP,175,480,273,159,13,2000,270490175,
PLATTE TOWNSHIP,180,157,88,42,22,2000,270490180,
PULASKI TOWNSHIP,185,151,81,53,7,2000,270490185,
RAIL PRAIRIE TOWNSHIP,190,98,53,40,4,2000,270490190,
RANDALL,195,249,150,76,15,2000,270490195,
RICHARDSON TOWNSHIP,200,247,116,109,8,2000,270490200,
RIPLEY TOWNSHIP,205,332,186,106,14,2000,270490205,
ROSING TOWNSHIP,210,64,40,19,5,2000,270490210,
ROYALTON,215,411,225,157,12,2000,270490215,
SCANDIA VALLEY TOWNSHIP,220,654,346,268,19,2000,270490220,
SOBIESKI,225,88,36,46,1,2000,270490225,
SWAN RIVER TOWNSHIP,230,337,174,137,13,2000,270490230,
SWANVILLE,235,159,92,56,6,2000,270490235,
SWANVILLE TOWNSHIP,240,230,151,52,10,2000,270490240,
TWO RIVERS TOWNSHIP,245,307,190,76,22,2000,270490245,
UPSALA,250,228,134,75,6,2000,270490250,
ADAMS,5,443,154,265,14,2000,270500005,
ADAMS TWP.,10,230,90,123,9,2000,270500010,
AUSTIN W-1 P-1,15,1684,580,977,62,2000,270500015,
AUSTIN W-1 P-2,20,1725,595,1004,59,2000,270500020,
AUSTIN W-2 P-1,30,2063,769,1158,80,2000,270500030,
AUSTIN W-2 P-2,35,2191,878,1179,73,2000,270500035,
AUSTIN W-3 P-1,50,1540,371,1066,62,2000,270500050,
AUSTIN W-3 P-2,55,1629,423,1105,56,2000,270500055,
AUSTIN TWP.,70,710,248,417,36,2000,270500070,
BENNINGTON TWP.,75,92,47,43,0,2000,270500075,
BROWNSDALE,80,358,140,198,15,2000,270500080,
CLAYTON TWP.,85,93,31,49,6,2000,270500085,
DEXTER,90,177,66,100,9,2000,270500090,
DEXTER TWP.,95,151,82,56,7,2000,270500095,
ELKTON,100,78,32,43,3,2000,270500100,
FRANKFORD TWP.,105,203,117,79,5,2000,270500105,
GRAND MEADOW,110,482,232,230,14,2000,270500110,
GRAND MEADOW TWP.,115,180,77,98,2,2000,270500115,
LANSING TWP.,120,669,226,406,30,2000,270500120,
LE ROY,125,473,193,259,10,2000,270500125,
LE ROY TWP.,130,188,81,97,3,2000,270500130,
LODI TWP.,135,142,68,62,6,2000,270500135,
LYLE,140,289,90,182,6,2000,270500140,
LYLE TWP.,145,208,87,108,11,2000,270500145,
MAPLEVIEW,150,77,10,60,2,2000,270500150,
MARSHALL TWP.,155,192,91,86,6,2000,270500155,
NEVADA TWP.,160,199,76,112,7,2000,270500160,
PLEASANT VALLEY,165,137,77,53,6,2000,270500165,
RACINE,170,194,102,81,7,2000,270500170,
RACINE TWP.,175,231,155,68,4,2000,270500175,
RED ROCK TWP.,180,428,170,234,17,2000,270500180,
ROSE CREEK,185,206,60,134,7,2000,270500185,
SARGEANT,190,39,25,13,1,2000,270500190,
SARGEANT TWP.,195,147,83,61,0,2000,270500195,
TAOPI,200,46,16,26,2,2000,270500200,
UDOLPHO TWP.,205,249,93,134,17,2000,270500205,
WALTHAM,210,96,34,56,1,2000,270500210,
WALTHAM TWP.,215,211,106,87,9,2000,270500215,
WINDOM TWP.,220,300,98,184,14,2000,270500220,
AVOCA,5,62,24,28,3,2000,270510005,
BELFAST TWP.,10,88,51,31,2,2000,270510010,
BONDIN TWP.,15,183,107,66,4,2000,270510015,
CAMERON TWP.,20,70,40,27,2,2000,270510020,
CHANARAMBIE TWP.,25,126,89,29,3,2000,270510025,
CHANDLER,30,134,113,17,0,2000,270510030,
CURRIE,35,126,47,69,5,2000,270510035,
DES MOINES RIVER,40,116,50,54,2,2000,270510040,
DOVRAY TWP.,45,92,37,49,4,2000,270510045,
DOVRAY CITY,46,44,19,23,0,2000,270510046,
ELLSBOROUGH TWP.,50,88,38,41,6,2000,270510050,
FENTON TWP.,55,103,69,32,0,2000,270510055,
FULDA,60,656,291,313,23,2000,270510060,
HADLEY,65,45,9,33,2,2000,270510065,
HOLLY TWP.,70,72,31,34,6,2000,270510070,
IONA,75,82,37,37,4,2000,270510075,
IONA TWP.,80,83,30,39,10,2000,270510080,
LAKE SARAH TWP.,85,200,98,85,10,2000,270510085,
